aoi_type,aoi,pos_x,pos_y,width,height
word,an,811.5,1081.695652173913,71.0,67.0
word,image,882.5,1081.695652173913,155.0,67.0
word,of,1037.5,1081.695652173913,62.0,67.0
word,a,1099.5,1081.695652173913,43.0,67.0
word,donut,1142.5,1081.695652173913,145.0,67.0
word,and,1287.5,1081.695652173913,99.0,67.0
word,a,1386.5,1081.695652173913,43.0,67.0
word,cup,1429.5,1081.695652173913,98.0,67.0
word,of,1527.5,1081.695652173913,62.0,67.0
word,coffee,1589.5,1081.695652173913,159.0,67.0
image,,775.0,291.0,1010.0,758.0
