aoi_type,aoi,pos_x,pos_y,width,height
word,smiling,612.0,1081.695652173913,181.0,67.0
word,woman,793.0,1081.695652173913,179.0,67.0
word,standing,972.0,1081.695652173913,212.0,67.0
word,on,1184.0,1081.695652173913,72.0,67.0
word,a,1256.0,1081.695652173913,43.0,67.0
word,bat,1299.0,1081.695652173913,88.0,67.0
word,in,1387.0,1081.695652173913,57.0,67.0
word,a,1444.0,1081.695652173913,43.0,67.0
word,"gentle,",1487.0,1081.695652173913,169.0,67.0
word,azure,1656.0,1081.695652173913,140.0,67.0
word,ocean,1796.0,1081.695652173913,152.0,67.0
image,,775.0,291.0,1010.0,758.0
