aoi_type,aoi,pos_x,pos_y,width,height
word,The,611.5,1081.695652173913,102.0,67.0
word,man,713.5,1081.695652173913,114.0,67.0
word,is,827.5,1081.695652173913,55.0,67.0
word,holding,882.5,1081.695652173913,183.0,67.0
word,a,1065.5,1081.695652173913,43.0,67.0
word,package,1108.5,1081.695652173913,207.0,67.0
word,of,1315.5,1081.695652173913,62.0,67.0
word,a,1377.5,1081.695652173913,43.0,67.0
word,brand,1420.5,1081.695652173913,144.0,67.0
word,new,1564.5,1081.695652173913,108.0,67.0
word,toothbrush.,1672.5,1081.695652173913,276.0,67.0
image,,775.0,291.0,1010.0,758.0
