aoi_type,aoi,pos_x,pos_y,width,height
word,there,700.0,1081.695652173913,132.0,67.0
word,are,832.0,1081.695652173913,87.0,67.0
word,four,919.0,1081.695652173913,108.0,67.0
word,people,1027.0,1081.695652173913,167.0,67.0
word,on,1194.0,1081.695652173913,72.0,67.0
word,a,1266.0,1081.695652173913,43.0,67.0
word,small,1309.0,1081.695652173913,138.0,67.0
word,boat,1447.0,1081.695652173913,116.0,67.0
word,in,1563.0,1081.695652173913,57.0,67.0
word,the,1620.0,1081.695652173913,88.0,67.0
word,ocean,1708.0,1081.695652173913,152.0,67.0
image,,775.0,291.0,1010.0,758.0
