aoi_type,aoi,pos_x,pos_y,width,height
word,a,737.5,1081.695652173913,43.0,67.0
word,furry,780.5,1081.695652173913,124.0,67.0
word,small,904.5,1081.695652173913,138.0,67.0
word,white,1042.5,1081.695652173913,138.0,67.0
word,dog,1180.5,1081.695652173913,101.0,67.0
word,stands,1281.5,1081.695652173913,168.0,67.0
word,in,1449.5,1081.695652173913,57.0,67.0
word,front,1506.5,1081.695652173913,124.0,67.0
word,of,1630.5,1081.695652173913,62.0,67.0
word,a,1692.5,1081.695652173913,43.0,67.0
word,car,1735.5,1081.695652173913,87.0,67.0
image,,775.0,291.0,1010.0,758.0
