aoi_type,aoi,pos_x,pos_y,width,height
word,a,710.5,1081.695652173913,43.0,67.0
word,woman,753.5,1081.695652173913,179.0,67.0
word,leads,932.5,1081.695652173913,137.0,67.0
word,a,1069.5,1081.695652173913,43.0,67.0
word,horse,1112.5,1081.695652173913,143.0,67.0
word,while,1255.5,1081.695652173913,134.0,67.0
word,a,1389.5,1081.695652173913,43.0,67.0
word,person,1432.5,1081.695652173913,171.0,67.0
word,is,1603.5,1081.695652173913,55.0,67.0
word,riding,1658.5,1081.695652173913,145.0,67.0
word,it,1803.5,1081.695652173913,46.0,67.0
image,,775.0,291.0,1010.0,758.0
