aoi_type,aoi,pos_x,pos_y,width,height
word,a,609.5,1081.695652173913,43.0,67.0
word,person,652.5,1081.695652173913,171.0,67.0
word,wearing,823.5,1081.695652173913,195.0,67.0
word,a,1018.5,1081.695652173913,43.0,67.0
word,backpack,1061.5,1081.695652173913,233.0,67.0
word,on,1294.5,1081.695652173913,72.0,67.0
word,skis,1366.5,1081.695652173913,108.0,67.0
word,looking,1474.5,1081.695652173913,182.0,67.0
word,at,1656.5,1081.695652173913,60.0,67.0
word,the,1716.5,1081.695652173913,88.0,67.0
word,valley,1804.5,1081.695652173913,146.0,67.0
image,,775.0,291.0,1010.0,758.0
