aoi_type,aoi,pos_x,pos_y,width,height
word,a,636.5,1081.695652173913,43.0,67.0
word,light,679.5,1081.695652173913,116.0,67.0
word,brown,795.5,1081.695652173913,154.0,67.0
word,teddy,949.5,1081.695652173913,142.0,67.0
word,bear,1091.5,1081.695652173913,116.0,67.0
word,is,1207.5,1081.695652173913,55.0,67.0
word,strapped,1262.5,1081.695652173913,214.0,67.0
word,to,1476.5,1081.695652173913,60.0,67.0
word,a,1536.5,1081.695652173913,43.0,67.0
word,black,1579.5,1081.695652173913,138.0,67.0
word,suitcase,1717.5,1081.695652173913,206.0,67.0
image,,775.0,291.0,1010.0,758.0
