aoi_type,aoi,pos_x,pos_y,width,height
word,a,843.0,1081.695652173913,43.0,67.0
word,big,886.0,1081.695652173913,86.0,67.0
word,city,972.0,1081.695652173913,98.0,67.0
word,bus,1070.0,1081.695652173913,98.0,67.0
word,ride,1168.0,1081.695652173913,102.0,67.0
word,next,1270.0,1081.695652173913,113.0,67.0
word,to,1383.0,1081.695652173913,60.0,67.0
word,a,1443.0,1081.695652173913,43.0,67.0
word,park,1486.0,1081.695652173913,117.0,67.0
word,area,1603.0,1081.695652173913,114.0,67.0
image,,775.0,291.0,1010.0,758.0
