aoi_type,aoi,pos_x,pos_y,width,height
word,A,606.5,1081.695652173913,50.0,67.0
word,man,656.5,1081.695652173913,114.0,67.0
word,sticks,770.5,1081.695652173913,151.0,67.0
word,out,921.5,1081.695652173913,89.0,67.0
word,his,1010.5,1081.695652173913,83.0,67.0
word,tongue,1093.5,1081.695652173913,172.0,67.0
word,while,1265.5,1081.695652173913,134.0,67.0
word,sitting,1399.5,1081.695652173913,159.0,67.0
word,on,1558.5,1081.695652173913,72.0,67.0
word,a,1630.5,1081.695652173913,43.0,67.0
word,motorcycle.,1673.5,1081.695652173913,280.0,67.0
image,,775.0,291.0,1010.0,758.0
