aoi_type,aoi,pos_x,pos_y,width,height
word,A,690.0,1081.695652173913,50.0,67.0
word,baseball,740.0,1081.695652173913,205.0,67.0
word,player,945.0,1081.695652173913,153.0,67.0
word,holding,1098.0,1081.695652173913,183.0,67.0
word,a,1281.0,1081.695652173913,43.0,67.0
word,bat,1324.0,1081.695652173913,88.0,67.0
word,next,1412.0,1081.695652173913,113.0,67.0
word,to,1525.0,1081.695652173913,60.0,67.0
word,home,1585.0,1081.695652173913,142.0,67.0
word,plate.,1727.0,1081.695652173913,143.0,67.0
image,,775.0,291.0,1010.0,758.0
