aoi_type,aoi,pos_x,pos_y,width,height
word,a,729.0,1081.695652173913,43.0,67.0
word,close,772.0,1081.695652173913,136.0,67.0
word,up,908.0,1081.695652173913,72.0,67.0
word,of,980.0,1081.695652173913,62.0,67.0
word,skis,1042.0,1081.695652173913,108.0,67.0
word,stuck,1150.0,1081.695652173913,141.0,67.0
word,in,1291.0,1081.695652173913,57.0,67.0
word,to,1348.0,1081.695652173913,60.0,67.0
word,the,1408.0,1081.695652173913,88.0,67.0
word,snowy,1496.0,1081.695652173913,161.0,67.0
word,ground,1657.0,1081.695652173913,174.0,67.0
image,,775.0,291.0,1010.0,758.0
