aoi_type,aoi,pos_x,pos_y,width,height
word,a,658.0,1081.695652173913,43.0,67.0
word,cow,701.0,1081.695652173913,107.0,67.0
word,standing,808.0,1081.695652173913,212.0,67.0
word,in,1020.0,1081.695652173913,57.0,67.0
word,a,1077.0,1081.695652173913,43.0,67.0
word,field,1120.0,1081.695652173913,115.0,67.0
word,with,1235.0,1081.695652173913,111.0,67.0
word,trees,1346.0,1081.695652173913,130.0,67.0
word,in,1476.0,1081.695652173913,57.0,67.0
word,the,1533.0,1081.695652173913,88.0,67.0
word,background,1621.0,1081.695652173913,281.0,67.0
image,,775.0,291.0,1010.0,758.0
