aoi_type,aoi,pos_x,pos_y,width,height
word,a,720.5,1081.695652173913,43.0,67.0
word,boy,763.5,1081.695652173913,97.0,67.0
word,is,860.5,1081.695652173913,55.0,67.0
word,laying,915.5,1081.695652173913,150.0,67.0
word,down,1065.5,1081.695652173913,137.0,67.0
word,on,1202.5,1081.695652173913,72.0,67.0
word,a,1274.5,1081.695652173913,43.0,67.0
word,surfboard,1317.5,1081.695652173913,235.0,67.0
word,in,1552.5,1081.695652173913,57.0,67.0
word,the,1609.5,1081.695652173913,88.0,67.0
word,water,1697.5,1081.695652173913,142.0,67.0
image,,775.0,291.0,1010.0,758.0
