aoi_type,aoi,pos_x,pos_y,width,height
word,a,837.0,1081.695652173913,43.0,67.0
word,close,880.0,1081.695652173913,136.0,67.0
word,up,1016.0,1081.695652173913,72.0,67.0
word,of,1088.0,1081.695652173913,62.0,67.0
word,a,1150.0,1081.695652173913,43.0,67.0
word,bird,1193.0,1081.695652173913,102.0,67.0
word,next,1295.0,1081.695652173913,113.0,67.0
word,to,1408.0,1081.695652173913,60.0,67.0
word,a,1468.0,1081.695652173913,43.0,67.0
word,umbrella,1511.0,1081.695652173913,212.0,67.0
image,,775.0,291.0,1010.0,758.0
