aoi_type,aoi,pos_x,pos_y,width,height
word,a,696.0,1081.695652173913,43.0,67.0
word,man,739.0,1081.695652173913,114.0,67.0
word,sitting,853.0,1081.695652173913,159.0,67.0
word,down,1012.0,1081.695652173913,137.0,67.0
word,with,1149.0,1081.695652173913,111.0,67.0
word,a,1260.0,1081.695652173913,43.0,67.0
word,toothbrush,1303.0,1081.695652173913,261.0,67.0
word,in,1564.0,1081.695652173913,57.0,67.0
word,his,1621.0,1081.695652173913,83.0,67.0
word,mouth,1704.0,1081.695652173913,160.0,67.0
image,,775.0,291.0,1010.0,758.0
