aoi_type,aoi,pos_x,pos_y,width,height
word,A,677.5,1081.695652173913,50.0,67.0
word,black,727.5,1081.695652173913,138.0,67.0
word,man,865.5,1081.695652173913,114.0,67.0
word,holding,979.5,1081.695652173913,183.0,67.0
word,open,1162.5,1081.695652173913,127.0,67.0
word,the,1289.5,1081.695652173913,88.0,67.0
word,door,1377.5,1081.695652173913,118.0,67.0
word,of,1495.5,1081.695652173913,62.0,67.0
word,a,1557.5,1081.695652173913,43.0,67.0
word,refrigerator.,1600.5,1081.695652173913,282.0,67.0
image,,775.0,291.0,1010.0,758.0
