aoi_type,aoi,pos_x,pos_y,width,height
word,a,613.5,1081.695652173913,43.0,67.0
word,brown,656.5,1081.695652173913,154.0,67.0
word,and,810.5,1081.695652173913,99.0,67.0
word,black,909.5,1081.695652173913,138.0,67.0
word,cat,1047.5,1081.695652173913,86.0,67.0
word,is,1133.5,1081.695652173913,55.0,67.0
word,sleeping,1188.5,1081.695652173913,207.0,67.0
word,on,1395.5,1081.695652173913,72.0,67.0
word,computers,1467.5,1081.695652173913,257.0,67.0
word,keyboard,1724.5,1081.695652173913,222.0,67.0
image,,775.0,291.0,1010.0,758.0
