aoi_type,aoi,pos_x,pos_y,width,height
word,A,824.0,1081.695652173913,50.0,67.0
word,kid,874.0,1081.695652173913,84.0,67.0
word,flying,958.0,1081.695652173913,142.0,67.0
word,a,1100.0,1081.695652173913,43.0,67.0
word,kite,1143.0,1081.695652173913,100.0,67.0
word,that,1243.0,1081.695652173913,105.0,67.0
word,is,1348.0,1081.695652173913,55.0,67.0
word,high,1403.0,1081.695652173913,114.0,67.0
word,in,1517.0,1081.695652173913,57.0,67.0
word,the,1574.0,1081.695652173913,88.0,67.0
word,air,1662.0,1081.695652173913,74.0,67.0
image,,775.0,291.0,1010.0,758.0
