aoi_type,aoi,pos_x,pos_y,width,height
word,A,684.0,1081.695652173913,50.0,67.0
word,man,734.0,1081.695652173913,114.0,67.0
word,sitting,848.0,1081.695652173913,159.0,67.0
word,in,1007.0,1081.695652173913,57.0,67.0
word,a,1064.0,1081.695652173913,43.0,67.0
word,car,1107.0,1081.695652173913,87.0,67.0
word,wearing,1194.0,1081.695652173913,195.0,67.0
word,a,1389.0,1081.695652173913,43.0,67.0
word,tie,1432.0,1081.695652173913,73.0,67.0
word,and,1505.0,1081.695652173913,99.0,67.0
word,a,1604.0,1081.695652173913,43.0,67.0
word,seat,1647.0,1081.695652173913,113.0,67.0
word,belt.,1760.0,1081.695652173913,116.0,67.0
image,,775.0,291.0,1010.0,758.0
