aoi_type,aoi,pos_x,pos_y,width,height
word,a,700.0,1081.695652173913,43.0,67.0
word,person,743.0,1081.695652173913,171.0,67.0
word,holding,914.0,1081.695652173913,183.0,67.0
word,a,1097.0,1081.695652173913,43.0,67.0
word,heart,1140.0,1081.695652173913,134.0,67.0
word,shaped,1274.0,1081.695652173913,180.0,67.0
word,apple,1454.0,1081.695652173913,139.0,67.0
word,in,1593.0,1081.695652173913,57.0,67.0
word,his,1650.0,1081.695652173913,83.0,67.0
word,hand,1733.0,1081.695652173913,127.0,67.0
image,,775.0,291.0,1010.0,758.0
