aoi_type,aoi,pos_x,pos_y,width,height
word,white,626.5,1081.695652173913,138.0,67.0
word,puppy,764.5,1081.695652173913,153.0,67.0
word,standing,917.5,1081.695652173913,212.0,67.0
word,on,1129.5,1081.695652173913,72.0,67.0
word,the,1201.5,1081.695652173913,88.0,67.0
word,edge,1289.5,1081.695652173913,127.0,67.0
word,of,1416.5,1081.695652173913,62.0,67.0
word,a,1478.5,1081.695652173913,43.0,67.0
word,black,1521.5,1081.695652173913,138.0,67.0
word,office,1659.5,1081.695652173913,146.0,67.0
word,chair,1805.5,1081.695652173913,128.0,67.0
image,,775.0,291.0,1010.0,758.0
