aoi_type,aoi,pos_x,pos_y,width,height
word,a,770.5,1081.695652173913,43.0,67.0
word,silver,813.5,1081.695652173913,137.0,67.0
word,truck,950.5,1081.695652173913,133.0,67.0
word,parked,1083.5,1081.695652173913,170.0,67.0
word,on,1253.5,1081.695652173913,72.0,67.0
word,the,1325.5,1081.695652173913,88.0,67.0
word,side,1413.5,1081.695652173913,110.0,67.0
word,of,1523.5,1081.695652173913,62.0,67.0
word,the,1585.5,1081.695652173913,88.0,67.0
word,road,1673.5,1081.695652173913,116.0,67.0
image,,775.0,291.0,1010.0,758.0
