aoi_type,aoi,pos_x,pos_y,width,height
word,a,647.5,1081.695652173913,43.0,67.0
word,woman,690.5,1081.695652173913,179.0,67.0
word,is,869.5,1081.695652173913,55.0,67.0
word,checking,924.5,1081.695652173913,220.0,67.0
word,up,1144.5,1081.695652173913,72.0,67.0
word,on,1216.5,1081.695652173913,72.0,67.0
word,her,1288.5,1081.695652173913,89.0,67.0
word,food,1377.5,1081.695652173913,118.0,67.0
word,in,1495.5,1081.695652173913,57.0,67.0
word,the,1552.5,1081.695652173913,88.0,67.0
word,refrigerator,1640.5,1081.695652173913,272.0,67.0
image,,775.0,291.0,1010.0,758.0
