aoi_type,aoi,pos_x,pos_y,width,height
word,a,616.0,1081.695652173913,43.0,67.0
word,microwave,659.0,1081.695652173913,258.0,67.0
word,a,917.0,1081.695652173913,43.0,67.0
word,cabinet,960.0,1081.695652173913,182.0,67.0
word,some,1142.0,1081.695652173913,140.0,67.0
word,books,1282.0,1081.695652173913,153.0,67.0
word,a,1435.0,1081.695652173913,43.0,67.0
word,mirror,1478.0,1081.695652173913,153.0,67.0
word,and,1631.0,1081.695652173913,99.0,67.0
word,a,1730.0,1081.695652173913,43.0,67.0
word,person,1773.0,1081.695652173913,171.0,67.0
image,,775.0,291.0,1010.0,758.0
