aoi_type,aoi,pos_x,pos_y,width,height
word,a,712.0,1081.695652173913,43.0,67.0
word,little,755.0,1081.695652173913,116.0,67.0
word,boy,871.0,1081.695652173913,97.0,67.0
word,in,968.0,1081.695652173913,57.0,67.0
word,a,1025.0,1081.695652173913,43.0,67.0
word,baseball,1068.0,1081.695652173913,205.0,67.0
word,uniform,1273.0,1081.695652173913,192.0,67.0
word,hold,1465.0,1081.695652173913,113.0,67.0
word,up,1578.0,1081.695652173913,72.0,67.0
word,his,1650.0,1081.695652173913,83.0,67.0
word,kite.,1733.0,1081.695652173913,115.0,67.0
image,,775.0,291.0,1010.0,758.0
