aoi_type,aoi,pos_x,pos_y,width,height
word,A,608.0,1081.695652173913,50.0,67.0
word,group,658.0,1081.695652173913,146.0,67.0
word,of,804.0,1081.695652173913,62.0,67.0
word,people,866.0,1081.695652173913,167.0,67.0
word,standing,1033.0,1081.695652173913,212.0,67.0
word,around,1245.0,1081.695652173913,172.0,67.0
word,a,1417.0,1081.695652173913,43.0,67.0
word,table,1460.0,1081.695652173913,128.0,67.0
word,preparing,1588.0,1081.695652173913,231.0,67.0
word,food.,1819.0,1081.695652173913,133.0,67.0
image,,775.0,291.0,1010.0,758.0
