aoi_type,aoi,pos_x,pos_y,width,height
word,a,701.5,1081.695652173913,43.0,67.0
word,man,744.5,1081.695652173913,114.0,67.0
word,that,858.5,1081.695652173913,105.0,67.0
word,is,963.5,1081.695652173913,55.0,67.0
word,standing,1018.5,1081.695652173913,212.0,67.0
word,in,1230.5,1081.695652173913,57.0,67.0
word,the,1287.5,1081.695652173913,88.0,67.0
word,grass,1375.5,1081.695652173913,141.0,67.0
word,with,1516.5,1081.695652173913,111.0,67.0
word,a,1627.5,1081.695652173913,43.0,67.0
word,frisbee.,1670.5,1081.695652173913,188.0,67.0
image,,775.0,291.0,1010.0,758.0
