aoi_type,aoi,pos_x,pos_y,width,height
word,Two,681.0,1081.695652173913,110.0,67.0
word,women,791.0,1081.695652173913,179.0,67.0
word,with,970.0,1081.695652173913,111.0,67.0
word,bottle,1081.0,1081.695652173913,146.0,67.0
word,of,1227.0,1081.695652173913,62.0,67.0
word,wine,1289.0,1081.695652173913,121.0,67.0
word,at,1410.0,1081.695652173913,60.0,67.0
word,a,1470.0,1081.695652173913,43.0,67.0
word,social,1513.0,1081.695652173913,149.0,67.0
word,function.,1662.0,1081.695652173913,217.0,67.0
image,,775.0,291.0,1010.0,758.0
