aoi_type,aoi,pos_x,pos_y,width,height
word,a,641.0,1081.695652173913,43.0,67.0
word,person,684.0,1081.695652173913,171.0,67.0
word,sitting,855.0,1081.695652173913,159.0,67.0
word,on,1014.0,1081.695652173913,72.0,67.0
word,a,1086.0,1081.695652173913,43.0,67.0
word,motorcycle,1129.0,1081.695652173913,265.0,67.0
word,that's,1394.0,1081.695652173913,136.0,67.0
word,tied,1530.0,1081.695652173913,101.0,67.0
word,to,1631.0,1081.695652173913,60.0,67.0
word,the,1691.0,1081.695652173913,88.0,67.0
word,dock.,1779.0,1081.695652173913,140.0,67.0
image,,775.0,291.0,1010.0,758.0
