aoi_type,aoi,pos_x,pos_y,width,height
word,a,701.0,1081.695652173913,43.0,67.0
word,person,744.0,1081.695652173913,171.0,67.0
word,with,915.0,1081.695652173913,111.0,67.0
word,a,1026.0,1081.695652173913,43.0,67.0
word,wooden,1069.0,1081.695652173913,192.0,67.0
word,spoon,1261.0,1081.695652173913,154.0,67.0
word,with,1415.0,1081.695652173913,111.0,67.0
word,loafs,1526.0,1081.695652173913,128.0,67.0
word,of,1654.0,1081.695652173913,62.0,67.0
word,bread,1716.0,1081.695652173913,143.0,67.0
image,,775.0,291.0,1010.0,758.0
