aoi_type,aoi,pos_x,pos_y,width,height
word,a,702.5,1081.695652173913,43.0,67.0
word,group,745.5,1081.695652173913,146.0,67.0
word,of,891.5,1081.695652173913,62.0,67.0
word,suitcases,953.5,1081.695652173913,232.0,67.0
word,sitting,1185.5,1081.695652173913,159.0,67.0
word,by,1344.5,1081.695652173913,69.0,67.0
word,the,1413.5,1081.695652173913,88.0,67.0
word,end,1501.5,1081.695652173913,99.0,67.0
word,of,1600.5,1081.695652173913,62.0,67.0
word,a,1662.5,1081.695652173913,43.0,67.0
word,couch,1705.5,1081.695652173913,152.0,67.0
image,,775.0,291.0,1010.0,758.0
