aoi_type,aoi,pos_x,pos_y,width,height
word,a,596.0,1081.695652173913,43.0,67.0
word,teddy,639.0,1081.695652173913,142.0,67.0
word,elephant,781.0,1081.695652173913,211.0,67.0
word,nailed,992.0,1081.695652173913,152.0,67.0
word,to,1144.0,1081.695652173913,60.0,67.0
word,a,1204.0,1081.695652173913,43.0,67.0
word,tree,1247.0,1081.695652173913,104.0,67.0
word,suspended,1351.0,1081.695652173913,262.0,67.0
word,above,1613.0,1081.695652173913,150.0,67.0
word,garbage,1763.0,1081.695652173913,201.0,67.0
image,,775.0,291.0,1010.0,758.0
