aoi_type,aoi,pos_x,pos_y,width,height
word,a,755.0,1081.695652173913,43.0,67.0
word,man,798.0,1081.695652173913,114.0,67.0
word,pouring,912.0,1081.695652173913,188.0,67.0
word,wine,1100.0,1081.695652173913,121.0,67.0
word,into,1221.0,1081.695652173913,101.0,67.0
word,a,1322.0,1081.695652173913,43.0,67.0
word,glass,1365.0,1081.695652173913,137.0,67.0
word,on,1502.0,1081.695652173913,72.0,67.0
word,a,1574.0,1081.695652173913,43.0,67.0
word,counter,1617.0,1081.695652173913,188.0,67.0
image,,775.0,291.0,1010.0,758.0
