aoi_type,aoi,pos_x,pos_y,width,height
word,A,560.0,1081.695652173913,50.0,67.0
word,Twins,610.0,1081.695652173913,149.0,67.0
word,baseball,759.0,1081.695652173913,205.0,67.0
word,player,964.0,1081.695652173913,153.0,67.0
word,holding,1117.0,1081.695652173913,183.0,67.0
word,his,1300.0,1081.695652173913,83.0,67.0
word,glove,1383.0,1081.695652173913,137.0,67.0
word,walking,1520.0,1081.695652173913,190.0,67.0
word,on,1710.0,1081.695652173913,72.0,67.0
word,the,1782.0,1081.695652173913,88.0,67.0
word,field.,1870.0,1081.695652173913,130.0,67.0
image,,775.0,291.0,1010.0,758.0
