aoi_type,aoi,pos_x,pos_y,width,height
word,A,735.0,1081.695652173913,50.0,67.0
word,woman,785.0,1081.695652173913,179.0,67.0
word,shopping,964.0,1081.695652173913,224.0,67.0
word,with,1188.0,1081.695652173913,111.0,67.0
word,her,1299.0,1081.695652173913,89.0,67.0
word,dog,1388.0,1081.695652173913,101.0,67.0
word,at,1489.0,1081.695652173913,60.0,67.0
word,a,1549.0,1081.695652173913,43.0,67.0
word,pet,1592.0,1081.695652173913,88.0,67.0
word,store.,1680.0,1081.695652173913,145.0,67.0
image,,775.0,291.0,1010.0,758.0
