aoi_type,aoi,pos_x,pos_y,width,height
word,A,747.5,1081.695652173913,50.0,67.0
word,lady,797.5,1081.695652173913,110.0,67.0
word,in,907.5,1081.695652173913,57.0,67.0
word,a,964.5,1081.695652173913,43.0,67.0
word,motel,1007.5,1081.695652173913,144.0,67.0
word,room,1151.5,1081.695652173913,132.0,67.0
word,is,1283.5,1081.695652173913,55.0,67.0
word,jumping,1338.5,1081.695652173913,201.0,67.0
word,onto,1539.5,1081.695652173913,116.0,67.0
word,a,1655.5,1081.695652173913,43.0,67.0
word,bed.,1698.5,1081.695652173913,114.0,67.0
image,,775.0,291.0,1010.0,758.0
