aoi_type,aoi,pos_x,pos_y,width,height
word,a,740.0,1081.695652173913,43.0,67.0
word,man,783.0,1081.695652173913,114.0,67.0
word,is,897.0,1081.695652173913,55.0,67.0
word,holding,952.0,1081.695652173913,183.0,67.0
word,a,1135.0,1081.695652173913,43.0,67.0
word,knife,1178.0,1081.695652173913,128.0,67.0
word,in,1306.0,1081.695652173913,57.0,67.0
word,front,1363.0,1081.695652173913,124.0,67.0
word,of,1487.0,1081.695652173913,62.0,67.0
word,the,1549.0,1081.695652173913,88.0,67.0
word,camera,1637.0,1081.695652173913,183.0,67.0
image,,775.0,291.0,1010.0,758.0
