aoi_type,aoi,pos_x,pos_y,width,height
word,a,771.5,1081.695652173913,43.0,67.0
word,man,814.5,1081.695652173913,114.0,67.0
word,sitting,928.5,1081.695652173913,159.0,67.0
word,at,1087.5,1081.695652173913,60.0,67.0
word,a,1147.5,1081.695652173913,43.0,67.0
word,desk,1190.5,1081.695652173913,125.0,67.0
word,while,1315.5,1081.695652173913,134.0,67.0
word,using,1449.5,1081.695652173913,140.0,67.0
word,a,1589.5,1081.695652173913,43.0,67.0
word,laptop,1632.5,1081.695652173913,156.0,67.0
image,,775.0,291.0,1010.0,758.0
