aoi_type,aoi,pos_x,pos_y,width,height
word,a,751.0,1081.695652173913,43.0,67.0
word,guinea,794.0,1081.695652173913,168.0,67.0
word,pig,962.0,1081.695652173913,86.0,67.0
word,sitting,1048.0,1081.695652173913,159.0,67.0
word,on,1207.0,1081.695652173913,72.0,67.0
word,soft,1279.0,1081.695652173913,105.0,67.0
word,wool,1384.0,1081.695652173913,122.0,67.0
word,with,1506.0,1081.695652173913,111.0,67.0
word,a,1617.0,1081.695652173913,43.0,67.0
word,carrot,1660.0,1081.695652173913,149.0,67.0
image,,775.0,291.0,1010.0,758.0
