aoi_type,aoi,pos_x,pos_y,width,height
word,a,816.0,1081.695652173913,43.0,67.0
word,oven,859.0,1081.695652173913,123.0,67.0
word,that,982.0,1081.695652173913,105.0,67.0
word,has,1087.0,1081.695652173913,97.0,67.0
word,some,1184.0,1081.695652173913,140.0,67.0
word,kind,1324.0,1081.695652173913,112.0,67.0
word,of,1436.0,1081.695652173913,62.0,67.0
word,bread,1498.0,1081.695652173913,143.0,67.0
word,in,1641.0,1081.695652173913,57.0,67.0
word,it,1698.0,1081.695652173913,46.0,67.0
image,,775.0,291.0,1010.0,758.0
