aoi_type,aoi,pos_x,pos_y,width,height
word,a,728.0,1081.695652173913,43.0,67.0
word,woman,771.0,1081.695652173913,179.0,67.0
word,wearing,950.0,1081.695652173913,195.0,67.0
word,a,1145.0,1081.695652173913,43.0,67.0
word,blue,1188.0,1081.695652173913,112.0,67.0
word,hoodie,1300.0,1081.695652173913,168.0,67.0
word,laying,1468.0,1081.695652173913,150.0,67.0
word,on,1618.0,1081.695652173913,72.0,67.0
word,a,1690.0,1081.695652173913,43.0,67.0
word,bed,1733.0,1081.695652173913,99.0,67.0
image,,775.0,291.0,1010.0,758.0
