aoi_type,aoi,pos_x,pos_y,width,height
word,two,594.0,1081.695652173913,98.0,67.0
word,men,692.0,1081.695652173913,114.0,67.0
word,laying,806.0,1081.695652173913,150.0,67.0
word,on,956.0,1081.695652173913,72.0,67.0
word,a,1028.0,1081.695652173913,43.0,67.0
word,table,1071.0,1081.695652173913,128.0,67.0
word,and,1199.0,1081.695652173913,99.0,67.0
word,reaching,1298.0,1081.695652173913,211.0,67.0
word,towards,1509.0,1081.695652173913,195.0,67.0
word,the,1704.0,1081.695652173913,88.0,67.0
word,ground,1792.0,1081.695652173913,174.0,67.0
image,,775.0,291.0,1010.0,758.0
