aoi_type,aoi,pos_x,pos_y,width,height
word,there,692.5,1081.695652173913,132.0,67.0
word,is,824.5,1081.695652173913,55.0,67.0
word,a,879.5,1081.695652173913,43.0,67.0
word,large,922.5,1081.695652173913,129.0,67.0
word,sheep,1051.5,1081.695652173913,152.0,67.0
word,that,1203.5,1081.695652173913,105.0,67.0
word,is,1308.5,1081.695652173913,55.0,67.0
word,standing,1363.5,1081.695652173913,212.0,67.0
word,under,1575.5,1081.695652173913,145.0,67.0
word,a,1720.5,1081.695652173913,43.0,67.0
word,tree,1763.5,1081.695652173913,104.0,67.0
image,,775.0,291.0,1010.0,758.0
