aoi_type,aoi,pos_x,pos_y,width,height
word,a,736.0,1081.695652173913,43.0,67.0
word,gray,779.0,1081.695652173913,114.0,67.0
word,bird,893.0,1081.695652173913,102.0,67.0
word,is,995.0,1081.695652173913,55.0,67.0
word,standing,1050.0,1081.695652173913,212.0,67.0
word,in,1262.0,1081.695652173913,57.0,67.0
word,front,1319.0,1081.695652173913,124.0,67.0
word,of,1443.0,1081.695652173913,62.0,67.0
word,a,1505.0,1081.695652173913,43.0,67.0
word,fire,1548.0,1081.695652173913,91.0,67.0
word,hydrant,1639.0,1081.695652173913,185.0,67.0
image,,775.0,291.0,1010.0,758.0
