aoi_type,aoi,pos_x,pos_y,width,height
word,a,792.5,1081.695652173913,43.0,67.0
word,man,835.5,1081.695652173913,114.0,67.0
word,wearing,949.5,1081.695652173913,195.0,67.0
word,a,1144.5,1081.695652173913,43.0,67.0
word,tie,1187.5,1081.695652173913,73.0,67.0
word,hold,1260.5,1081.695652173913,113.0,67.0
word,a,1373.5,1081.695652173913,43.0,67.0
word,half,1416.5,1081.695652173913,102.0,67.0
word,full,1518.5,1081.695652173913,88.0,67.0
word,bottle.,1606.5,1081.695652173913,161.0,67.0
image,,775.0,291.0,1010.0,758.0
