aoi_type,aoi,pos_x,pos_y,width,height
word,a,618.0,1081.695652173913,43.0,67.0
word,guy,661.0,1081.695652173913,99.0,67.0
word,standing,760.0,1081.695652173913,212.0,67.0
word,by,972.0,1081.695652173913,69.0,67.0
word,his,1041.0,1081.695652173913,83.0,67.0
word,bicycle,1124.0,1081.695652173913,173.0,67.0
word,that,1297.0,1081.695652173913,105.0,67.0
word,is,1402.0,1081.695652173913,55.0,67.0
word,loaded,1457.0,1081.695652173913,167.0,67.0
word,with,1624.0,1081.695652173913,111.0,67.0
word,bananas,1735.0,1081.695652173913,207.0,67.0
image,,775.0,291.0,1010.0,758.0
