aoi_type,aoi,pos_x,pos_y,width,height
word,a,749.5,1081.695652173913,43.0,67.0
word,truck,792.5,1081.695652173913,133.0,67.0
word,on,925.5,1081.695652173913,72.0,67.0
word,a,997.5,1081.695652173913,43.0,67.0
word,beach,1040.5,1081.695652173913,152.0,67.0
word,near,1192.5,1081.695652173913,116.0,67.0
word,a,1308.5,1081.695652173913,43.0,67.0
word,large,1351.5,1081.695652173913,129.0,67.0
word,body,1480.5,1081.695652173913,126.0,67.0
word,of,1606.5,1081.695652173913,62.0,67.0
word,water,1668.5,1081.695652173913,142.0,67.0
image,,775.0,291.0,1010.0,758.0
