aoi_type,aoi,pos_x,pos_y,width,height
word,A,787.5,1081.695652173913,50.0,67.0
word,woman,837.5,1081.695652173913,179.0,67.0
word,is,1016.5,1081.695652173913,55.0,67.0
word,helping,1071.5,1081.695652173913,182.0,67.0
word,the,1253.5,1081.695652173913,88.0,67.0
word,man,1341.5,1081.695652173913,114.0,67.0
word,put,1455.5,1081.695652173913,89.0,67.0
word,his,1544.5,1081.695652173913,83.0,67.0
word,tie,1627.5,1081.695652173913,73.0,67.0
word,on,1700.5,1081.695652173913,72.0,67.0
image,,775.0,291.0,1010.0,758.0
