aoi_type,aoi,pos_x,pos_y,width,height
word,Woman,642.0,1081.695652173913,185.0,67.0
word,mixing,827.0,1081.695652173913,167.0,67.0
word,ingredients,994.0,1081.695652173913,269.0,67.0
word,in,1263.0,1081.695652173913,57.0,67.0
word,a,1320.0,1081.695652173913,43.0,67.0
word,bowl,1363.0,1081.695652173913,122.0,67.0
word,with,1485.0,1081.695652173913,111.0,67.0
word,a,1596.0,1081.695652173913,43.0,67.0
word,hand,1639.0,1081.695652173913,127.0,67.0
word,mixer.,1766.0,1081.695652173913,152.0,67.0
image,,775.0,291.0,1010.0,758.0
