aoi_type,aoi,pos_x,pos_y,width,height
word,a,723.0,1081.695652173913,43.0,67.0
word,male,766.0,1081.695652173913,126.0,67.0
word,in,892.0,1081.695652173913,57.0,67.0
word,a,949.0,1081.695652173913,43.0,67.0
word,black,992.0,1081.695652173913,138.0,67.0
word,shirt,1130.0,1081.695652173913,119.0,67.0
word,some,1249.0,1081.695652173913,140.0,67.0
word,scissors,1389.0,1081.695652173913,205.0,67.0
word,and,1594.0,1081.695652173913,99.0,67.0
word,paper,1693.0,1081.695652173913,144.0,67.0
image,,775.0,291.0,1010.0,758.0
