aoi_type,aoi,pos_x,pos_y,width,height
word,a,648.0,1081.695652173913,43.0,67.0
word,hand,691.0,1081.695652173913,127.0,67.0
word,holding,818.0,1081.695652173913,183.0,67.0
word,a,1001.0,1081.695652173913,43.0,67.0
word,pink,1044.0,1081.695652173913,113.0,67.0
word,and,1157.0,1081.695652173913,99.0,67.0
word,white,1256.0,1081.695652173913,138.0,67.0
word,spoon,1394.0,1081.695652173913,154.0,67.0
word,and,1548.0,1081.695652173913,99.0,67.0
word,a,1647.0,1081.695652173913,43.0,67.0
word,keyboard,1690.0,1081.695652173913,222.0,67.0
word,image,0.0,291.3043478260869,2560.0,757.3913043478261
image,,775.0,291.0,1010.0,758.0
