aoi_type,aoi,pos_x,pos_y,width,height
word,there,671.5,1081.695652173913,132.0,67.0
word,are,803.5,1081.695652173913,87.0,67.0
word,four,890.5,1081.695652173913,108.0,67.0
word,people,998.5,1081.695652173913,167.0,67.0
word,on,1165.5,1081.695652173913,72.0,67.0
word,a,1237.5,1081.695652173913,43.0,67.0
word,small,1280.5,1081.695652173913,138.0,67.0
word,bicycle,1418.5,1081.695652173913,173.0,67.0
word,in,1591.5,1081.695652173913,57.0,67.0
word,the,1648.5,1081.695652173913,88.0,67.0
word,ocean,1736.5,1081.695652173913,152.0,67.0
image,,775.0,291.0,1010.0,758.0
