aoi_type,aoi,pos_x,pos_y,width,height
word,a,833.0,1081.695652173913,43.0,67.0
word,big,876.0,1081.695652173913,86.0,67.0
word,city,962.0,1081.695652173913,98.0,67.0
word,train,1060.0,1081.695652173913,118.0,67.0
word,ride,1178.0,1081.695652173913,102.0,67.0
word,next,1280.0,1081.695652173913,113.0,67.0
word,to,1393.0,1081.695652173913,60.0,67.0
word,a,1453.0,1081.695652173913,43.0,67.0
word,park,1496.0,1081.695652173913,117.0,67.0
word,area,1613.0,1081.695652173913,114.0,67.0
image,,775.0,291.0,1010.0,758.0
