aoi_type,aoi,pos_x,pos_y,width,height
word,a,784.0,1081.695652173913,43.0,67.0
word,boy,827.0,1081.695652173913,97.0,67.0
word,is,924.0,1081.695652173913,55.0,67.0
word,laying,979.0,1081.695652173913,150.0,67.0
word,down,1129.0,1081.695652173913,137.0,67.0
word,on,1266.0,1081.695652173913,72.0,67.0
word,a,1338.0,1081.695652173913,43.0,67.0
word,skis,1381.0,1081.695652173913,108.0,67.0
word,in,1489.0,1081.695652173913,57.0,67.0
word,the,1546.0,1081.695652173913,88.0,67.0
word,water,1634.0,1081.695652173913,142.0,67.0
image,,775.0,291.0,1010.0,758.0
