aoi_type,aoi,pos_x,pos_y,width,height
word,a,599.5,1081.695652173913,43.0,67.0
word,group,642.5,1081.695652173913,146.0,67.0
word,of,788.5,1081.695652173913,62.0,67.0
word,people,850.5,1081.695652173913,167.0,67.0
word,standing,1017.5,1081.695652173913,212.0,67.0
word,around,1229.5,1081.695652173913,172.0,67.0
word,a,1401.5,1081.695652173913,43.0,67.0
word,couch,1444.5,1081.695652173913,152.0,67.0
word,preparing,1596.5,1081.695652173913,231.0,67.0
word,food.,1827.5,1081.695652173913,133.0,67.0
image,,775.0,291.0,1010.0,758.0
