aoi_type,aoi,pos_x,pos_y,width,height
word,a,610.5,1081.695652173913,43.0,67.0
word,little,653.5,1081.695652173913,116.0,67.0
word,boy,769.5,1081.695652173913,97.0,67.0
word,holding,866.5,1081.695652173913,183.0,67.0
word,two,1049.5,1081.695652173913,98.0,67.0
word,suitcase,1147.5,1081.695652173913,206.0,67.0
word,standing,1353.5,1081.695652173913,212.0,67.0
word,in,1565.5,1081.695652173913,57.0,67.0
word,a,1622.5,1081.695652173913,43.0,67.0
word,living,1665.5,1081.695652173913,137.0,67.0
word,room.,1802.5,1081.695652173913,147.0,67.0
image,,775.0,291.0,1010.0,758.0
