aoi_type,aoi,pos_x,pos_y,width,height
word,a,623.0,1081.695652173913,43.0,67.0
word,man,666.0,1081.695652173913,114.0,67.0
word,with,780.0,1081.695652173913,111.0,67.0
word,a,891.0,1081.695652173913,43.0,67.0
word,goatee,934.0,1081.695652173913,171.0,67.0
word,smiling,1105.0,1081.695652173913,181.0,67.0
word,and,1286.0,1081.695652173913,99.0,67.0
word,talking,1385.0,1081.695652173913,170.0,67.0
word,on,1555.0,1081.695652173913,72.0,67.0
word,the,1627.0,1081.695652173913,88.0,67.0
word,keyboard,1715.0,1081.695652173913,222.0,67.0
image,,775.0,291.0,1010.0,758.0
