aoi_type,aoi,pos_x,pos_y,width,height
word,a,790.0,1081.695652173913,43.0,67.0
word,bird,833.0,1081.695652173913,102.0,67.0
word,sits,935.0,1081.695652173913,98.0,67.0
word,on,1033.0,1081.695652173913,72.0,67.0
word,a,1105.0,1081.695652173913,43.0,67.0
word,counter,1148.0,1081.695652173913,188.0,67.0
word,top,1336.0,1081.695652173913,88.0,67.0
word,next,1424.0,1081.695652173913,113.0,67.0
word,to,1537.0,1081.695652173913,60.0,67.0
word,a,1597.0,1081.695652173913,43.0,67.0
word,toilet,1640.0,1081.695652173913,130.0,67.0
image,,775.0,291.0,1010.0,758.0
