aoi_type,aoi,pos_x,pos_y,width,height
word,two,691.5,1081.695652173913,98.0,67.0
word,women,789.5,1081.695652173913,179.0,67.0
word,with,968.5,1081.695652173913,111.0,67.0
word,glass,1079.5,1081.695652173913,137.0,67.0
word,of,1216.5,1081.695652173913,62.0,67.0
word,wine,1278.5,1081.695652173913,121.0,67.0
word,at,1399.5,1081.695652173913,60.0,67.0
word,a,1459.5,1081.695652173913,43.0,67.0
word,social,1502.5,1081.695652173913,149.0,67.0
word,function.,1651.5,1081.695652173913,217.0,67.0
image,,775.0,291.0,1010.0,758.0
