aoi_type,aoi,pos_x,pos_y,width,height
word,woman,657.0,1081.695652173913,179.0,67.0
word,mixing,836.0,1081.695652173913,167.0,67.0
word,ingredients,1003.0,1081.695652173913,269.0,67.0
word,in,1272.0,1081.695652173913,57.0,67.0
word,a,1329.0,1081.695652173913,43.0,67.0
word,cup,1372.0,1081.695652173913,98.0,67.0
word,with,1470.0,1081.695652173913,111.0,67.0
word,a,1581.0,1081.695652173913,43.0,67.0
word,hand,1624.0,1081.695652173913,127.0,67.0
word,mixer.,1751.0,1081.695652173913,152.0,67.0
image,,775.0,291.0,1010.0,758.0
