aoi_type,aoi,pos_x,pos_y,width,height
word,a,638.0,1081.695652173913,43.0,67.0
word,guy,681.0,1081.695652173913,99.0,67.0
word,standing,780.0,1081.695652173913,212.0,67.0
word,by,992.0,1081.695652173913,69.0,67.0
word,his,1061.0,1081.695652173913,83.0,67.0
word,truck,1144.0,1081.695652173913,133.0,67.0
word,that,1277.0,1081.695652173913,105.0,67.0
word,is,1382.0,1081.695652173913,55.0,67.0
word,loaded,1437.0,1081.695652173913,167.0,67.0
word,with,1604.0,1081.695652173913,111.0,67.0
word,bananas,1715.0,1081.695652173913,207.0,67.0
image,,775.0,291.0,1010.0,758.0
