aoi_type,aoi,pos_x,pos_y,width,height
word,a,812.0,1081.695652173913,43.0,67.0
word,blue,855.0,1081.695652173913,112.0,67.0
word,bus,967.0,1081.695652173913,98.0,67.0
word,is,1065.0,1081.695652173913,55.0,67.0
word,turning,1120.0,1081.695652173913,177.0,67.0
word,down,1297.0,1081.695652173913,137.0,67.0
word,a,1434.0,1081.695652173913,43.0,67.0
word,busy,1477.0,1081.695652173913,124.0,67.0
word,street,1601.0,1081.695652173913,147.0,67.0
word,image,0.0,291.3043478260869,2560.0,757.3913043478261
image,,775.0,291.0,1010.0,758.0
