aoi_type,aoi,pos_x,pos_y,width,height
word,a,651.0,1081.695652173913,43.0,67.0
word,group,694.0,1081.695652173913,146.0,67.0
word,of,840.0,1081.695652173913,62.0,67.0
word,people,902.0,1081.695652173913,167.0,67.0
word,holding,1069.0,1081.695652173913,183.0,67.0
word,beers,1252.0,1081.695652173913,142.0,67.0
word,and,1394.0,1081.695652173913,99.0,67.0
word,food,1493.0,1081.695652173913,118.0,67.0
word,on,1611.0,1081.695652173913,72.0,67.0
word,the,1683.0,1081.695652173913,88.0,67.0
word,chair.,1771.0,1081.695652173913,138.0,67.0
image,,775.0,291.0,1010.0,758.0
